temp0,temp1,temp2,temp3,temp4,temp5
-112.5835385596771,-41.53555070824253,-9.872643563883361,-110.09844710516013,-33.216502132272524,-5.924669526298652
-108.67139783856337,-41.7730235275923,-9.08256287265942,-107.88394714997693,-35.67449876002154,-2.7712337092581345
-106.48105349373165,-43.371878223049706,-7.825402624282959,-107.50248743638167,-40.06253373150055,-2.140342978080542
-106.82832055343894,-49.583550878199816,-12.096095534262503,-107.54409636226816,-37.355491187290966,-1.433699822342851
-106.42239647826347,-50.27576321003844,-10.33157698055814,-124.03179600527835,-34.58985637026113,-4.090570956890163
-106.45228989090873,-46.44560904689476,-8.358075947616776,-131.73582975301244,-32.78250290785525,0.0029178399184848214
-106.28695974286752,-51.42075274869845,-7.573737428971048,-126.87059424770425,-28.827902131180554,0.8354254190711274
-106.37258340372207,-49.52443947730296,-8.956486367299007,-444.2133217170539,-27.73107181567592,0.7477527422914171
-106.49947718571006,-40.970511414187456,-7.1489438854461715,-445.17916378201517,-5083.225586460256,-0.7690531168524838
-106.5834359511832,-39.488037478201356,-3.7647971422609423,-440.21420902052887,-5094.201702292566,1.4405655473341898
-106.53051604911737,-47.97699129428248,-3.950628442516883,-445.79146955828713,-5090.795668539242,0.5008610385432704
-106.65143713847922,-47.62442497687426,-4.920653273764116,-445.8286505995278,-5089.037082540337,4.654747470889037
-106.55067954926069,-53.078574121505696,-0.2717039647986171,-448.89625887228345,-5093.654444481204,3.7377401007773443
-106.34690137696276,-53.399797835918775,2.878604635211984,-437.63677250006356,-5098.47638071412,3.9914315715019795
-107.1390545441787,-53.08149135196388,1.2444353946142481,-432.5749989205485,-5101.000963349311,2.831179457211344
-107.22343840087525,-56.36089155591042,3.8658133143689533,-443.08494338520006,-5098.100459094168,3.483826605312862
-113.25253580514291,-54.106657375854994,3.100640914281545,-442.99473473895705,-5099.036050817785,1.863771441565498
-117.3370098093032,-49.488501068501,0.7433955046912634,-442.9334448240819,-5100.3964811708165,1.9982175991198723
-119.00566481701519,-49.79059575347982,0.28377116752099674,-447.1786739322956,-5099.898283740843,1.8441024880578218
-120.59905231639557,-57.87574434577843,-0.6800212794634761,-445.5573738810803,-5102.483975121142,7.455997108951507
-117.32627874374525,-57.34533088303301,-0.3865216228730102,-443.9958784010897,-5102.454730004754,7.735982191868083
-116.27227426939197,-60.62011367850776,-0.9832553713991444,-443.399836626559,-5107.66024543009,7.72603772796211
-111.53624035280846,-57.8857877884862,1.5526025500317446,-444.18199593652156,-5106.925393286925,6.536037888484058
-117.05689261555875,-62.57664607565696,3.2876872977198337,-440.50964747985313,-8043.407541203504,7.556121521049319
-117.20692781418792,-60.6756107784855,2.239105219320205,-441.28691710967786,-8077.786349766917,1.7579239841369647
-120.35404365812906,-58.564455525286746,4.894456695836916,-440.8952739555353,-8080.899010153395,7.495490951768228
-118.34952953631118,-52.033309665800424,4.983224569504599,-439.2697711975383,-8079.468433702125,7.049516805828012
-124.12473363912683,-51.2497999795999,2.510443416760349,-439.4149809830857,-49092.76941338585,0.9146771016820839
-123.8853220317578,-50.46531295565747,2.5357301514680826,-439.13880426776655,-49206.208807824725,1.7978663875202991
-123.71922693850692,-51.06172521803455,3.9548884405582347,-435.17787164008183,-49228.89317425288,3.6055453110498235
-128.8832293556529,-52.80149713583861,5.642222501410777,-429.38023615747016,-49228.46372369687,3.3037095742896865
-120.56293011070649,-44.51913133228871,5.14665206953647,-427.86203770084074,-49228.72914592766,6.378257920471221
-118.38113280068754,-49.59783698375687,6.201551515776476,-434.537591324341,-49230.63050492279,4.958874974247088
-115.03396320628309,-53.498247582560715,6.153666433350519,-434.76948502113606,-49233.19431635974,1.9512958862969412
-112.42071155406235,-55.66671270811086,4.916468230062432,-439.1841974148944,-49236.157665228195,2.911518854686416
-107.75802906924372,-57.06129490376051,2.114503155026596,-446.3568335355696,-49234.255635853515,8.790260706791765
-111.08370990428705,-66.41519246856299,2.0170787107730153,-445.7148109224134,-49227.637146289926,8.860361059275126
-112.50006524012865,-61.27197517261262,1.2993481590633578,-441.31005747660834,-49226.05871661758,7.613926309191345
-111.33963753679213,-55.494504436336136,-1.3443569146620586,-439.47815226165136,-49228.49511316962,5.846011579708054
-112.90673044801333,-55.66492843155403,-2.662721881942662,-441.3051817771636,-49228.692156026234,5.335262111620302
-125.12013857875662,-54.01398748788515,0.8462689025077962,-436.0056242858607,-49230.592652394495,7.638922152958532
-137.93466599246125,-54.71815425336943,1.7750072378358999,-428.9810942708822,-49234.939029656045,7.6899202784340615
-213.01185551519447,-57.14627450613117,-8.662476703162257,-429.80135779123555,-49230.21124070228,8.667893966654225
-225.40081456055944,-67.14828067643822,-6.1184954305607295,-428.46466830581505,-49234.77999770358,8.930495217362363
-163122.55381428113,-61.585414898317744,-5.001554103744479,-425.13882396516476,-49235.3088828647,8.899943449745171
-452495.4328751705,-63.001972385883384,-6.532737859393401,-428.1288959884103,-49235.91778184457,9.061446130902956
-452497.8212292139,-66.98974821217386,-11.660799252408612,-426.488172229907,-49234.3142824748,9.256491228380286
-452501.40013494453,-69.36875669007972,-12.961114396757834,-426.5025976453572,-49233.23413206879,7.958840516091845
-608117.8072930109,-66.3957578866184,-13.040672669513937,-426.33741010366236,-49233.63536381299,7.4436986452885545
-608123.7730628597,-61.296953557649935,-10.679381123614228,-428.42311715176214,-49229.73508130118,8.212890304308342
-608116.2106669786,-69.61533994213065,-13.025696679084682,-423.5149974401839,-49225.53960588229,7.324541537805249
-608116.2106669786,-69.61533994213065,-423.5149974401839,-13.025696679084682,-49225.53960588229,7.324541537805249
-608117.3942925051,-64.23358234593084,-426.9918346571579,-13.799148674677923,-49220.997108118354,8.195722854338452
-608118.6979230206,-59.164422148975596,-426.3432375686312,-9.926845731978535,-49224.58025256687,7.726650543497223
-608113.418511398,-75.50051815921685,-429.85770635113545,-18.131913333763634,-49232.59962619127,5.558069882998213
-608130.1242738342,-80.54964668070046,-428.4237903410449,-14.441909253508422,-49231.80412166806,8.150518187680433
-608123.5988446289,-81.71685731912727,-430.12245442825144,-17.176128528999023,-49228.35486557377,2.891141257036383
-608117.9985578776,-78.99871013102167,-428.36296573554745,-24.808925899018114,-49234.62317129689,3.4576749634134334
-608122.8255781776,-80.30557636039578,-428.7571235515367,-25.729890517385574,-49236.385375338075,6.116615400514476
-608130.5596870226,-91.46885193304948,-426.93943481400834,-26.45715837628436,-49234.72888795543,6.474245960018306
-608129.5078524549,-80.11249244161755,-426.12239084821226,-21.6652214959634,-49244.618034275416,2.1506779650001766
-608130.0403316665,-87.5452233310785,-427.47105238218495,-10.58927681243929,-49244.26570659845,2.026864226203314
-608125.4319816142,-92.61483298901759,-426.2337269521434,-14.403393165770279,-49237.52892158494,2.732473477282446
-608124.9009927996,-96.83625227050649,-434.29900447231995,-12.433624885064045,-49234.524630593194,2.960797194920995
-608124.1906633038,-99.66848467780295,-433.34400509863235,-15.205113159123886,-49231.11035818541,3.4326631708378788
-608123.1452011827,-147.25632487118037,-437.27458748587657,-11.957160219198371,-49230.28653874011,3.670673076540762
-608123.1110548,-142.99315982963563,-442.26218329137237,-11.004095623174852,-49230.53902247755,3.70606710898606
-608122.7207641902,-145.5547012767501,-442.5250678537118,-7.911422470324754,-49225.749693662234,3.80091186080995
-608122.7976767076,-150.52521107542532,-434.8858437803636,-9.539205520557399,-49225.353883308344,3.813918826463629
-608122.9060760185,-145.62451649828026,-439.54138351686765,-11.907421996376952,-49223.45618896958,3.888752130674045
-608122.8135451865,-143.8590179997771,-442.2183162067387,-9.864873614011135,-49223.56083514253,3.717699481311111
-608113.911333736,-140.08643502903183,-442.96034917604413,-7.206326899088408,-49220.250302811946,3.828400784205468
-608114.49044407,-147.27314007292966,-441.913822536046,-4.985928838855459,-49224.428202091796,3.741105885319942
-608117.4644047508,-143.53857979518668,-442.900189752427,-3.9199669142359896,-49228.595585231276,2.1641817858402095
-608120.7702173989,-147.35908744208982,-443.86630216896754,-3.3376670029975744,-49229.120408646304,2.544993660592619
-608124.8725735428,-143.7951730974669,-439.9717180776739,-3.661842753547147,-49230.835159830676,-0.36012741846896495
-608128.90382793,-134.08828477867533,-442.78887557915505,-3.5018751680372353,-49232.827015307295,3.239861620163735
-608124.9162701725,-138.48061472626742,-445.4356819116461,-3.3054772274978976,-49226.35401818806,2.788964638297368
-608123.375197631,-134.97307818979849,-449.24810187854706,-3.4233825311223396,-49227.576385173095,3.7327723192090554
-608124.4613948427,-132.6964349863521,-445.80884867275375,-3.232461300238969,-49232.14769383797,3.835747142662415
-608123.247087977,-134.87667035713812,-446.22867408273333,-4.254944594162928,-49226.29584817883,3.669815776193364
-608131.4509963553,-133.60690635464857,-450.542754390899,-3.560110786509755,-49230.514670111035,5.133495326055674
-608125.500573986,-132.79525171136999,-449.428709045575,-3.8860496423529733,-49233.90749349082,-1.3098293717086182
-608131.5458317539,-137.06763638770914,-446.3950584145846,-4.1043489632262995,-49239.101390847005,-0.5202269588844638
-608132.6118182038,-141.13533545185217,-454.04478272116404,-3.507325547776839,-49232.54521348447,-4.762290546309472
-608127.3130276031,-146.9846116089389,-459.82516537215713,-2.913628045937365,-49230.67930156127,-1.0508604344797239
-608131.1901822073,-145.06153656816537,-459.3922432625463,-6.746131408069992,-49230.235710969144,1.2700908668324937
-608131.4356244323,-143.82955468564114,-1165.3792548584884,-6.8075580550889345,-49224.503468743016,0.5437660388466279
-608131.9590764451,-144.5167683202402,-1186.9958473712088,-5.404327174496322,-49234.906287640646,0.17196573277206623
-608130.3265251834,-137.25937363938857,-1183.7934541943853,-8.951436065838632,-49240.41201709873,3.59599420847805
-608121.7446957976,-15416.284808582406,-1184.8714446546016,-8.915215961769256,-49253.00502014455,6.34412234819025
-608127.6760918918,-16267.000752500653,-1189.208562362014,-8.960999147476727,-49243.6929574777,1.3975259946488927
-608125.7236577233,-16245.604431693364,-1192.5559381447786,-8.860176871671808,-49233.173653043465,1.2207821851812815
-608125.8967533613,-16251.659421511022,-1191.6836629733907,-8.650657683963786,-49231.60669983803,3.640735133194879
-608127.8697161981,-16250.179828408704,-1182.7725393503274,-5.176627677104078,-49223.973502137706,2.335484122405391
-608126.4533159832,-16250.764598801996,-1179.8477619454545,-6.611325036585697,-49226.60068504953,6.6211743117873825
-608126.4560423817,-16259.915701218932,-1170.9961517406846,-6.553507291285581,-49229.23724490315,5.479461935933102
-608121.515625275,-16258.405126386779,-1169.9659872791285,-2.7479140473252905,-49231.95939543488,2.088984000075722
-608117.4458537141,-16262.058040711243,-1170.2099892175308,-3.703168965714034,-49218.256093579934,2.408539942517323
-608129.7562838218,-16256.393590893467,-1171.7825073433405,-2.5480239215924883,-49220.01128139504,1.8864761952542761
-608129.8582916928,-16254.035757040398,-1172.3531735905794,-1.998397936101927,-49217.64551408123,1.1986508633674609
-608116.8527140869,-16258.544876474227,-1174.406137671804,-1.6724847178278366,-49220.12686467029,5.343590833012964
-608117.9789982736,-16262.51549784177,-1184.0063677181267,-1.6401985055407557,-49220.21193379014,6.601167931612409
-608116.8526175284,-16267.730484951531,-1186.580560838346,-2.4553618286256276,-49219.39523534102,5.081069556239944
-608117.2843876093,-16268.93437105173,-1190.8427558333253,-3.757175955088724,-49222.91193041221,3.4898334261895907
-608128.5895381735,-16267.901270762544,-1196.1327587762646,-2.3921813559808918,-49225.42571361381,-0.5876045986600751
-640548.584847578,-16263.286907011396,-1197.7923421436858,-1.220286133117827,-49222.5985208082,5.7475656812230325
-641527.7071627806,-16265.638701590282,-1204.8844103109493,-2.2004373582507952,-49221.53627421998,4.853868001540083
-641534.3414328045,-16255.159646376856,-1203.9942772329434,-8.784109195516331,-49222.309949222916,2.3711569108681076
-645383.6390885637,-16262.15632321647,-1202.0098550722935,-9.770304476051678,-49222.759675262336,0.45399895478875285
-645387.2997299657,-16263.330321091053,-1200.389287740612,-9.813834528365302,-49225.83388059195,1.4580382401053924
-2400793.996577233,-16257.626695797519,-1189.9069388897594,-8.201952816831337,-49224.261775482984,-5.104497626762064
-2408045.6027644295,-16254.033720184863,-1192.9090012190482,-12.806697747468608,-49217.022406890996,-0.29799428620641666
-2408056.4514806964,-16251.560121133001,-1195.4199041935674,-7.640507818755466,-49218.495928387216,2.280253750287305
-2408052.6848942875,-16252.836337629415,-1198.0400611430314,-5.589657436922538,-49221.36375970428,0.7579996996856385
-2408067.832174021,-16255.482599403183,-1199.0853690614665,-5.975467093710466,-49225.122715082114,-1.452710971521119
-2441153.9330377574,-16253.201005231824,-1201.326984490967,-7.917185903046912,-49224.282023100495,-0.22421882673093002
-2441150.024989172,-16258.028498524327,-1207.8954351409343,-6.951948358433493,-49222.491917542604,-3.5560563560081437
-2441152.802500795,-16253.87824042252,-1199.3339711362573,-8.505459368900938,-49225.598680507705,-1.3856095364309968
-2441161.6165391766,-16253.865073915536,-1198.5714699238747,-9.171685258879755,-49224.01060089717,-0.6935164878618356
-2441158.994422378,-16251.994809246084,-1203.7752825867083,-9.054570616319179,-49224.4623420982,-1.0231953572377468
-2441157.0612381254,-16250.626308777744,-1213.1291354711088,-8.803075927882183,-49225.86290455227,0.5062841517757872
-2441156.3338456005,-16249.4455047226,-1211.7444550708187,-7.9957544837341645,-49222.53605994294,-3.365027779569452
-2441159.9751970544,-16254.038359888324,-1192.822380565343,-8.114484642300347,-49223.652878184126,-1.631838187709353
-2441159.5822229143,-16253.626632718506,-1196.1754392462312,-10.23205309000755,-49218.06174044732,-0.06777077391631522
-2441150.3257731064,-16251.789036444941,-1182.5160818560023,-12.351103710238519,-49218.899296268355,-3.643536762737846
-2441148.1727832765,-16250.669161013744,-1184.1667477559515,-10.401509883865922,-49217.191157773486,-7.054809722558373
-2441144.8933733813,-16253.929429852311,-1194.2545137713573,-9.41510241469447,-49216.28491962515,-4.681641712977494
-2441137.0619921284,-16255.611084125598,-1189.6617404304327,-8.906734216431389,-49214.35820036738,-10.997422897143137
-2441134.3250241317,-16255.726849821624,-1194.746918343619,-0.8583831961982883,-49220.62819600087,-6.299447304725352
-2441135.217985156,-16260.416986887756,-1190.8433902692525,-4.88824604962415,-49213.408677904794,-7.175306570472903
-2441137.4623050485,-16259.566862798998,-1184.0488540407987,-8.468468271042404,-49216.56345005553,-12.19795519318488
-2441147.1444391264,-17654.407245719816,-1175.9706278113495,-19.725434607248715,-49211.52168613712,-9.397177151451057
-2441147.854273204,-17654.538229722388,-1180.8190687546426,-19.84173559903142,-49219.562074727786,-10.15745016566946
-2441140.9123683334,-17651.385952943445,-1180.2672645551465,-125279.31890019031,-49224.28458542461,-11.082620389942155
-2441143.6624892806,-17650.189377022227,-1179.6486550190475,-125276.50516932401,-49227.84661102952,-11.37322649786915
-2441145.479635841,-17652.68155231544,-1172.2866179481491,-125271.82598765695,-49232.66503003234,-6.871948029707631
-2441147.193600194,-17654.584802983227,-1168.0098383740062,-125266.63030243052,-49223.91045692152,0.3682742946738583
-2441144.1698106313,-17655.00749024137,-1170.2231820819422,-125267.40773585565,-49222.20845481988,-4.8453330603568325
-2441143.557277224,-17643.8272931048,-1170.950364089786,-125266.10924606519,-49227.78021546779,-2.966492935557286
-5828994.0062068,-17644.69630132813,-1176.113111685887,-125270.05989425463,-49226.96421270183,-2.4789886644438366
-5843865.756091851,-17639.919021648027,-1178.0234659450232,-125277.84108768957,-49224.17630628675,-2.11567692200119
-5843863.0704586925,-17639.290987456687,-1184.5265685444053,-125277.5123107964,-49218.37953806038,-1.3582235436305041
-5843861.431989264,-17644.47805054409,-1187.3166621485047,-125276.58288810255,-49214.25534123231,-1.5710335716176278
-5843859.188467186,-17646.2178416379,-1325.562208147862,-125276.27076764766,-49217.62843772926,-1.1070283175125708
-5843857.372038916,-17646.169088394054,-1322.7572507849877,-125281.84493131543,-49223.500464828736,2.836097619375874
-5843859.517440145,-17645.31218671126,-1322.8650599667458,-125282.89770554364,-49212.99557978768,2.792744448286522
-5843866.735299833,-17645.74960130661,-1319.1790925440819,-125278.12348085524,-49212.89502142542,3.0338083926290595
-5843868.229324608,-17650.985569044635,-1318.912865064999,-125280.50407566011,-49212.41946186148,2.703655727577803
-5843864.420794579,-17648.406221998783,-1321.0316701590268,-125272.53330580721,-49216.65084672938,2.507652252154765
-5843865.175354897,-17643.076479908694,-1321.5722291422535,-125265.59400060319,-49214.43637497051,-0.04484083740732525
-5843861.638900613,-17636.307028256455,-1320.2566997120343,-125264.00166124455,-49215.65962827991,0.9175619600348273
-5843861.638900613,-17636.307028256455,-1320.2566997120343,-125264.00166124455,-49215.65962827991,0.9175619600348273
-5843862.369454471,-17639.502667576053,-1315.0182845879453,-125267.10337001676,-49221.63458798375,-1.14526307177137
-5843863.678250501,-17638.80691252763,-1324.3983494709576,-125267.04211980019,-49221.81417812233,-4.462770268303096
-5843864.0501922,-17642.80657003344,-1327.1951262722419,-125265.29632288171,-49222.28022002639,-0.37412914532695085
-5843861.880623062,-17642.890037651796,-1323.4437572181466,-125262.91147336352,-49220.58664860849,-1.4434441871704025
-5843862.955455878,-17645.095905397793,-1331.3005762559933,-125263.2221872236,-49212.90869890429,3.7518483163135765
-5843854.89978275,-17647.02268784761,-1329.6130634961603,-125263.04801868195,-49217.4575374444,-1.3815748697961587
-5843853.718563362,-17644.484289192314,-1321.232576579526,-125263.036522723,-49220.0878594243,0.7504593319764359
-5843853.902773553,-17642.06509011689,-1322.0966189581475,-125262.69488435061,-49217.61389549885,1.203986988475342
-5843854.097598914,-17642.195120984583,-1308.226042633768,-125262.3982671176,-49218.15499067782,6.4462990689038815
-5843854.324375037,-17642.51869581853,-1318.800404116494,-125262.30182724578,-49215.90827924576,6.37192186732636
-5843853.933533115,-17644.320253010304,-1324.194509111093,-125262.25844803709,-49219.945247300806,5.448177282243692
-5843853.433410196,-17647.292610057855,-1314.1221973805957,-125263.54425698795,-49217.14578629238,6.518367013650623
-5843853.590203612,-17643.268374351035,-1314.1602015441326,-125262.5638001867,-49220.2394304053,4.273640150146559
-5843851.809403223,-17644.182359417093,-1313.222284131442,-125263.50835106967,-49227.12158412741,2.022634218724752
-5843853.1867407225,-17644.1981642914,-1320.540455725733,-125264.50073380975,-49220.603570332954,2.868718591527239
-5843850.15301665,-17641.18612629903,-1324.0051057922867,-125264.06589371125,-49224.92144864161,-0.07829049793351178
-5843848.185716881,-17636.843569035114,-1323.0673815020423,-125264.8879655918,-49224.65410791557,1.8770963747409146
-5843844.009817581,-17642.482142346806,-1323.3397544866948,-125262.76521662963,-49224.73115709487,2.0631223971956936
-5843844.2226921385,-17645.842026439535,-1317.9848453348625,-125263.90526105027,-49222.157469903534,-5.211243757123291
-5843848.9182053115,-17644.441243744535,-1322.6371080025003,-125262.97181591613,-49221.96820530621,-2.3274900027439527
-5843848.496439447,-17640.67708215322,-1316.7769574954211,-125262.85786379241,-49221.19737982656,-0.4974096409596295
-5843856.087982576,-17645.17047193369,-1316.7802449144958,-125271.34528789647,-49217.678116618314,0.7444023479827875
-5843856.079015544,-17645.12553924349,-1321.6355065723294,-125270.05363831198,-49219.6624051341,1.4160074334918673
-5843861.388275157,-17640.223690202987,-1317.6466326893533,-125266.00144531344,-49228.57321537585,1.6524662355202313
-5843860.000485305,-17644.319777742832,-1312.4475924132864,-125267.19753689246,-49221.800696068596,-2.6331487089958987
-5843861.245585904,-17640.640887704612,-1314.6924948005792,-125263.00728857517,-49222.56893924193,-0.07582585985003626
-5843858.245702529,-17639.273948068927,-1322.0908498587035,-125263.91539724666,-49219.74453012412,1.3132140135553234
-5843857.709351809,-17635.304066015717,-1323.0992816184628,-125265.24962807546,-49220.40355097732,1.4609152746484277
-5843860.0433415705,-17635.94380197187,-1323.8472763105478,-125267.03214535654,-49211.304464158806,1.5066320494956023
-5843867.733278875,-17639.742809727333,-1319.6537880603498,-125268.15431448442,-49210.23045011732,1.7518862430437763
-5843869.979846411,-17644.913717812364,-1318.3429154533328,-125271.06816208927,-49210.57775506883,1.3918877236881788
-5843872.338509799,-17644.99783722321,-1317.9274683637852,-125278.09729520652,-49213.27756449767,1.0775226551967925
-5843872.345203326,-17642.065318063578,-1320.1134661122742,-125274.18351817213,-49216.4013350178,1.0071338649957762
-5843867.029942547,-17639.313090257445,-1321.044436977576,-125276.38726068604,-49218.96490876803,1.2258709415022304
-5843867.773080831,-17639.829223050136,-1319.8623407454038,-125283.00475303788,-49220.632265109336,1.6398435299880723
-5843865.089301848,-17644.342305288425,-1313.8122461006117,-125282.81953614268,-49220.13127746526,1.4696019710535946
-5843860.817914913,-17649.826368800375,-1317.6783626882425,-125279.85878715767,-49217.36132268474,1.3842724501673136
-5843856.087542064,-17651.511500658486,-1320.5502518805263,-125286.97924724907,-49221.13545056617,1.1873970780694316
-5843861.841554961,-17659.534331983217,-1321.8260342578221,-125282.62554926217,-49219.71192333509,1.424664622741402
-5843867.414846459,-17655.277529153005,-1328.294920776304,-125280.5335053832,-49221.39706382281,4.478158421430362
-5843866.52100562,-17653.59657309503,-1325.9021316508056,-125281.60556814467,-49221.75324615462,4.8720722106164605
-5843866.592933998,-17652.18942212604,-1330.0164606131334,-125281.72636854797,-49226.084226279105,-2.4160930270196963
-5843866.692162784,-17648.448090816357,-1326.4312551831636,-125282.14651634659,-49226.54877834365,0.8953624707428394
-5843865.742542787,-17648.451087966198,-1330.268046781453,-125280.5463958422,-49229.95306505295,1.3928295078040653
-5843855.528113337,-17660.61868323687,-1325.2405704664234,-125281.6355979491,-49228.32799934308,0.1749411352789516
-5843859.364604494,-17658.673070037272,-1324.1009142644268,-125284.01358526896,-49221.15248768623,1.3988516880273778
-5843863.939750682,-17665.569199003792,-1323.1637601250404,-125285.77672988661,-49220.546526237464,1.5215930993286122
-5843859.872812146,-17663.965227041233,-1332.3295378194678,-125283.41426955337,-49223.27312467977,1.1463393033084806
-5843864.540142613,-17657.725724567157,-1328.9994432328897,-125284.75063353246,-49223.74654296795,0.4541512981206314
-5843865.545864162,-17650.09050008292,-1322.7693471639207,-125280.77922427282,-49230.1148643609,0.20575451645812678
-5843864.906516081,-17658.91027169912,-1321.3680410981667,-125280.58829526618,-49224.08278345792,-8.02453726685226
-5843868.035267956,-17663.41354804424,-1326.407775489662,-125280.00809957868,-49220.56857059329,-6.984998382512808
-5843874.738604916,-17651.277158485547,-1327.3480921003347,-125283.719983248,-49225.34986551437,-6.02174660497561
-5843874.306106745,-17657.36649476226,-1321.4969491246184,-125277.26825099433,-49227.43290312015,-4.958153338893455
