x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
1.221731444763975,11.504976146088541,14.180292947996175,23.290449639265546,28.357994842634163,28.44487860305827,17.377500480060277,2.497386581540125,19.878514093007748,25.485464025431384,4.549939141797719,24.28512523872533,1.1975403335235981,7.635477243981579,17.095832135395533,3.8902293310741207,20.66159995166127,4.055824125114992,24.453480813013993,2.629599816747607,25.469729737826732,7.2989728113826295,28.594354604985433,18.991339056661637,7.675780318667883,20.221774490102657,6.001336039138387,2.7174019528408113,5.569572937894659,20.00792530609938,14.400179356400697,16.510754209192083,4.088859835300941,15.429003020599868,4.573024183063833,17.265884664064842,7.792771620613678,23.308589221657403,12.824866822933418,18.134356789990676,26.89199631505754,2.1235911198669193,14.240251443324444,7.5877961881883635,15.690694871284931,4.744675689558207,20.77678854403086,15.479208673031629,14.789363178286628,20.077089206525006,11.408802355277192,28.35536495407971,5.423571926363325,6.894247856227617,22.33738771752857,15.210036609475436,12.147251703635318,3.3879348960215445,10.19211776011232,1.687955833208152
1.3293433602037066,11.438423804733796,14.579647502569939,23.225504590901487,27.90221673482763,28.51649423372467,17.647117779074584,2.6912785201998246,19.43297873498614,25.6165864587515,4.171919416625071,24.24383288234041,1.2558824048058619,7.225751475602785,17.55804172030506,3.8031872197489967,20.259881439848215,3.6725234936160662,24.895149764696434,2.6302880608575414,25.170320327794865,7.747566754406038,28.796983581006714,18.905810959495575,7.395635738234728,19.843662485713857,5.757029364908021,2.2937902022251073,5.965341103805605,19.857255099634788,14.764983926396003,16.72588469051244,4.461657495248605,15.660286561890054,4.363464391102777,16.799782802706385,7.438203812700393,23.699945265015238,12.618834788209401,18.321164588973993,27.11255134925424,1.7422680880201462,14.370044464821643,7.808841510172258,15.259276427991228,4.888452902839849,20.91394877548623,15.060083749396938,14.433291544067746,19.86647934891095,11.594206097413728,28.76733286956297,5.159402171169191,6.561678789631152,22.751316204788445,14.996994445343697,12.40765408909955,3.5336575239788393,10.102759762450603,1.246098003850725
0.9947443564026665,11.012013350660903,14.65938001161355,23.04234954611516,27.71001308458872,28.402493356551457,17.650488011671793,2.7952381742880674,18.974109053451844,25.7115545460394,4.061476454120923,24.242300754069873,1.562920634328488,6.99694626413974,18.030768911476045,3.6301265117115973,20.266979602421696,3.9215930313278555,24.662222911123582,2.5083813987894032,24.708281154267027,7.816740302622699,28.534795074766294,18.498534118310477,7.574978418704564,20.171133649025084,5.653040829207834,2.7411025657121084,6.2427218817257115,20.285630482032143,14.296314810370859,16.696503808812565,4.526685193660592,16.037025598696317,4.117038484611112,17.047641708739363,7.293661630583255,24.169549318403618,12.2245542415524,18.157694137613973,26.851134222830904,1.6796241561125718,14.40267842784658,7.450652548148232,14.985646723245202,4.945220474212913,20.84573259040703,15.364426388741759,14.315368347527327,19.916020469500527,11.854924970555553,28.356269219483938,4.79073296033944,6.716132097801991,22.512090688960217,14.518545481769173,12.066870798964246,3.6027036966411172,10.317182653513347,29.248802627883254
0.9430716595965049,11.018409433519402,14.749570856267505,23.458004072167746,28.012434919739228,28.619695052451664,17.61270833038169,2.921845250040353,19.210538686968523,26.071310344372193,3.684740651273172,23.999778520766224,1.9409163509935803,7.307406808981719,17.69068506667017,3.7233664073355266,20.207008059375102,4.257313874618491,25.13782964038746,2.1417327483567976,24.96427214462946,7.578476346919826,28.08429675289782,18.947368708401847,7.899109962848457,20.23557951791636,5.982086888344605,2.504303838195354,5.948994793017865,20.280325085820348,14.18934313516954,16.870562492680385,4.157557456031678,16.402119954189416,4.2539912008375085,16.94296590723931,7.636509546516818,24.293363609960185,12.010076115362043,18.067066654082105,27.04029109918253,2.151295491602366,14.553775085263183,7.268137641778073,14.881557627956525,4.983063855305553,20.361493976762343,15.097967529770026,14.523872662852195,20.311624093171975,11.388304121746321,28.668842609182043,4.876304200001457,7.104017693716322,22.596797615392795,14.810411072594993,12.343470891351949,3.4001511173618817,10.585243893825242,29.2354811850644
1.1295342054908706,10.954512590708896,15.042946887419793,23.089397539392404,28.420170795458784,28.492299541336582,17.785644044034235,2.5239921461807016,19.62293788327619,26.071310344372193,3.684740651273172,23.999778520766224,1.8147946613932804,7.4173168302438715,17.806383996915475,3.587719133820472,20.18491062663058,3.9578384060716134,25.13782964038746,2.1417327483567976,24.96427214462946,7.1472187014301936,28.14496772572988,18.7035350161201,7.621181699638832,20.35654203986827,5.8261319933069355,2.3130100727665046,5.830944835250183,20.575211930471067,14.47618276862334,16.847384142830514,3.7929188237594555,16.809005894698114,4.740303832469037,17.23927953983398,7.214280118166844,24.15590897756978,12.356301344645644,18.006339940188024,26.6383681179216,1.7166925933633959,14.059281738351805,7.187385484159403,15.207576659546088,5.085705059285194,20.845608178083193,15.328878924455193,14.065065532326932,20.45439032184436,11.63589648700803,28.64077877804524,4.923056469293204,7.108309167037749,22.489630443496704,15.004079575159272,12.103486791419105,3.265544350257034,10.772910415092777,0.7751187346555746
1.2019677854853454,10.679839986035098,14.554169833605668,23.2869710862337,27.937494267873994,28.036909937016205,17.409670769591308,2.6220254892235566,19.45476479304843,26.23218937514098,3.741143500837544,23.603472630182804,1.3384764006061425,7.083539217919228,17.987464568736083,3.4213065725697227,20.2803770942307,3.975408615169072,25.102485635667236,2.129142747188716,24.822366205768734,7.330179041004333,27.88025369504467,18.71721131434061,7.490325873425277,20.212069842747994,5.438821949612707,2.707000667272795,5.621920415702806,21.027064680215933,14.935390671512845,16.525789082200102,3.8683760946917967,16.838323595556506,4.740527971386209,16.826255616842353,7.239365352104692,23.781727326502608,12.484385040527822,18.18406156957321,26.41494969770142,2.211070812015353,14.521493468366266,7.2140327027490825,15.6814399610043,5.384859281511757,20.856991393604947,15.626161766232574,13.972181547958684,20.348106441912368,12.091134415752082,28.657702289156873,5.375590078775836,6.983019498901879,22.472631566810485,15.085499453783537,11.711340666248473,3.590536308977231,10.698607085993421,28.99333498489912
1.66730251186386,10.463671023579282,14.674829057222812,23.273857159019606,27.575445528139014,27.561789967314468,17.64367596272807,2.403451568942521,19.169852405196917,26.55997791523652,3.2907682211936775,23.513889232862994,1.0598803501903358,7.197800766348186,17.679878608584772,3.4070455677822364,19.918010755602563,3.5667558794326206,25.11919013872666,2.244254680910112,24.727479402730708,7.496760470433752,28.21197863773834,18.986250683174962,7.505472954863224,20.0439685380326,5.330224486355331,2.978644510887853,6.049586414199913,21.335780649461327,14.581087633694201,16.456921570863713,3.944554187072334,17.07843237966478,4.8092272892870245,16.394251597624475,7.486720378866445,23.348923737943405,12.803183880952755,17.763324354982284,26.267818291146742,2.0223712297001173,14.267936179098845,7.090718879755981,15.953751040142272,5.825467264430306,20.383286136696924,16.062807230980567,13.948401977045968,20.182091185463726,12.248997849250513,28.718133945698625,5.634412244663965,6.668708933425545,22.483893597390498,15.56442335826151,11.375440294201102,3.6991067248575717,10.481547286611816,0.9171884099017973
1.6152320252974102,10.842464236331269,14.314335387760718,23.452958072813633,27.652230465060427,27.097615875468964,17.289410911058607,1.9571806446902862,19.131618075386413,26.471711797532702,3.2941534183124523,23.130343642169613,1.444764268362393,7.4810398838423104,17.267157187739954,3.373273104414797,19.470071842464503,3.928705458342054,25.246845718571667,1.7566285215655677,25.187819613409044,7.318024578576878,28.244046188716776,19.46791029498846,7.5661657587027396,19.679673926472535,5.195371698055355,2.6859629991975584,6.12941920953239,21.564168245842886,14.419109948405445,16.305330255624845,3.492907520791934,16.690572030654426,4.323107129297807,16.308527438536462,7.7098176028856304,23.305083800394375,12.457277747275205,17.469401087357117,26.686679360683577,2.1717713230714963,13.930382520577599,6.768581784217348,15.830749884367432,6.201321666945501,20.637365261863888,15.925350941990258,13.860658419122093,20.445966041528973,12.234841593715705,29.19949850962056,5.391481022028397,6.466317801993998,22.606083773761526,15.093674446863668,11.393928006436132,3.7152680498866553,10.591623933390276,29.078130689201302
1.4540524019719616,10.412111783602171,13.84765116548717,23.486150826022698,27.279420609413048,26.948539624469966,17.364108513708683,2.307134356751992,19.240344208273886,26.771741214066488,3.487135479136099,22.754246616052956,1.4699257706702653,7.210821351496871,17.56369027626348,3.219446590873418,19.13701589476314,3.715377845089129,25.38617384076501,1.734586854111645,25.016499647525595,7.567772734237821,27.964965283200808,19.89180221307621,7.874075795256952,19.759921657069622,4.872800685929222,3.1744386533232527,5.746013763631744,21.336141130328908,14.918297305659703,16.083756546567976,3.0985473453220855,17.16668852569524,4.6124273816376,16.07646275621705,7.457805210632194,23.283767733340206,11.975693250070252,17.052326841800475,26.599081178301628,2.0463891199069892,13.906143402070022,7.160057549463891,16.261155709330264,6.569257572347805,20.617529615545536,15.750098327970331,13.906023371330535,20.197718039961483,11.775720204069161,28.83796498782883,5.134893067281011,5.967786969360274,22.122673431333613,15.30510472369741,11.569461937164728,3.708133347446436,10.925516270375068,28.799493566375492
1.0018400140688666,10.384372944934439,13.792122315101885,23.60900948527816,27.12564177040439,27.180967836078107,16.97426167467054,1.9428788477441579,18.96590842206987,26.462532731150713,3.604188221934244,22.792792390936004,1.4270143617937796,7.613524168234278,17.58053071088335,3.0379421483212568,19.10465799184654,3.9076724875798132,25.46360290422056,1.5717516865469499,25.305492505919233,7.552043704175392,28.128996648737967,19.964277736145448,8.279378324305304,19.393511994285436,4.587408785458007,3.292264871834377,5.349547866403274,21.15185829965114,14.436618098730062,16.24241618138079,3.2065192311976887,17.498385031024196,4.307373748709381,16.5633080003563,7.8566431408684645,22.85473068576102,12.413228607435464,17.202062541290392,26.15386816850132,2.4548411525668943,14.303328406269388,7.283899828669793,15.930064806475729,6.947046144354069,20.972924561578747,15.356977771240134,14.32169733731191,19.980271375031858,12.13471108684624,28.47245848935802,5.409004506229469,6.35462450139449,21.871932702123615,15.636758096817728,11.605440708353077,3.7692755956263944,11.414291154508494,29.04024896095659
