temp0,temp1,temp2,temp3,temp4,temp5,temp6,temp7
-6.794997237347612,-6.794997237347612,-6.794997237347612,-6.794997237347612,-6.794997237347612,-6.794997237347612,-6.794997237347612,-6.794997237347612
-7.087305243772207,-8.872734659053277,-7.387280765146422,-6.581005445843324,-7.785422982207568,-9.359704502188395,-6.487470740876528,-6.691854973635901
-5.578561804391572,-8.872734659053277,-7.542403422531637,-6.850677914036001,-6.9926660788299975,-9.465759372249021,6.914017051290591,6.1668246057311915
-7.767174326473738,-8.872734659053277,-6.327985811275847,-9.54123268184386,-6.5306640530674365,-7.8804214850105385,-2.022212951031593,17.495120489631073
-5.637107427252311,-9.27592575471349,-5.851970778471412,-6.440123188628939,2.5382978850539515,-4.344832004233995,-2.022212951031593,-8.991535492456725
-6.911612373211909,-7.565622711459271,-5.851970778471412,-7.021335038377907,6.1234159088005224,-4.939745944817131,5.794502270157903,-8.991535492456725
-6.911612373211909,-9.043028782067887,-5.851970778471412,-7.59029953980869,-5.758587323369179,-6.4755045547348455,-2.858520981996781,-8.991535492456725
-7.402774016710254,-8.57700500944892,-5.851970778471412,-9.905481984986407,-5.636701121422872,-7.547801974956612,-5.772298881670465,-8.991535492456725
-4.394079024219472,-6.74235278281534,-5.851970778471412,-9.164852056602653,-5.679955375081597,-6.913689610477134,-5.6433835418459894,-7.3041149421573195
-8.983325206421373,-7.246893999520911,-5.765048221446424,-9.164852056602653,-2.699017031831343,-7.373491080325192,-5.10205755550764,-5.361999687391002
-7.769549249526152,-7.4116615780272,-10.355645805406398,-9.112329481439058,-2.959181300498521,-7.096527213742191,-3.1468314016970913,-0.6074809878709393
-7.769549249526152,-5.514030950658398,-10.355645805406398,-10.572299305178667,-2.9008214596804,-8.807652114563306,-5.464857245135763,-2.105592409105016
-7.769549249526152,-8.271079130217384,-10.71755082015276,-6.859153908852706,-2.3276089388233707,-11.184709422004461,-6.730572958938831,0.20036486957585997
-7.769549249526152,-6.822006547275653,-9.500984198212455,-4.176121430673908,-2.331368042059058,-3.6916594766384114,-6.000238641525208,26.294373499541397
-7.769549249526152,-8.28485096232504,-9.500984198212455,-7.628156204920023,-2.1849444480936984,-5.610839384026958,-3.9328571347736494,-5.238536451522585
-7.769549249526152,-10.72382733875499,-9.500984198212455,-3.9032835570623603,-2.6529368047742192,-6.727283402024118,-2.8424607890798814,-5.903807526591767
-3.7187232246071784,-8.593928022201288,-9.500984198212455,-3.9032835570623603,-2.3692060092499028,-9.851043388822276,-5.54385506543394,-5.095542610673487
-8.871051084257104,-8.127203015124888,-9.500984198212455,-3.9032835570623603,-2.5332888391819766,-6.875158827323528,-6.568393376464749,-4.851955800960034
-5.002121951203165,-9.674227701523591,-9.500984198212455,-3.9032835570623603,-2.866882328052516,-8.91456664166147,-8.450732464221431,-4.340282860032657
-9.936273870550705,-8.042929712879008,-9.500984198212455,-3.9032835570623603,-3.3074119959109063,-11.030323672335935,-8.450732464221431,-4.124487043987293
-10.054548629665407,-7.0497099155757175,-9.500984198212455,-3.9032835570623603,-4.299221696652073,-9.634561386826523,-8.450732464221431,-3.7500754872793567
-7.1458630542084585,-8.906868701806639,-9.500984198212455,-6.292791490150093,-5.813967692015955,-4.37969981199629,-8.450732464221431,-4.929642109739448
-7.229712780035651,-10.432295484477274,-11.699136234140852,-6.292791490150093,-6.989523817189203,-8.316305262229605,-8.450732464221431,-6.636526078801952
-7.229712780035651,-10.441594394653771,-13.115010038979857,-6.292791490150093,-7.401866005681173,-3.592770559896082,-7.487970100964207,-4.813043538887683
-7.229712780035651,-10.953141635582348,-14.512250086482444,-6.292791490150093,-7.394117845111971,-3.6225906824454737,-7.58037515515273,-3.901509198285886
-9.23895026942347,-10.953141635582348,-7.550473943614904,14.603708647613482,-8.334859982384117,3.590978952120514,-8.561843143084607,-4.723067313915661
-6.219032526215533,-10.40931954154972,-7.550473943614904,0.04775825693086366,-8.299641998504068,-6.144106629632046,8.049184062786232,-4.503335342892288
