x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0.0,0.0,0.0,6.053738828011119,2.3269899145610884,10.32792758629998,2.682902933504103,5.0050202638014945,5.23125022853067,7.374967220045095,9.2038702608572,0.9290513989587303,13.51527523360976,3.1927388900677833,4.7239192284671825,12.518510970120794,2.352412763295497,7.891746596064828,3.7168098864003336,9.469447362592678,1.7038122671515818,5.353274790575998,7.723246698525788,11.259233041467635,8.67275640065223,13.622366518677552,7.2824085302122015,5.335977283128326,1.6813140062540164,11.836465443975296
13.270207237036315,13.046056642474626,13.746948585798537,6.5532664807010175,2.502654599164697,10.768098667334245,2.722763638023886,4.689795577660422,4.946864041452829,7.56756949420688,9.518005379450164,0.9886689698767227,13.603831561640314,3.3312096076404694,4.488469066712807,12.821988901958047,2.4072039396255427,8.180260753063767,3.527153016024017,9.13761666224638,1.803942902992754,5.169519535426254,7.3123930662523,11.379346107934065,9.148817175588603,14.095873495282213,7.182116776494932,5.616954169605358,1.6991486967783025,11.502303815282426
13.044186482949673,12.67693557604311,13.806930114830024,6.556932479901082,2.2242295163828243,10.79536689433199,3.0156858450849118,4.313965310615035,4.581555745494426,7.864947455036396,9.688527298824036,0.9328342620713808,13.845410132993234,3.284390083039095,4.3333860801840665,12.710345774685564,2.809495021072552,7.756332600111342,3.912560880466612,9.173227343064799,1.8871443039227567,4.715624249681901,7.482462146889738,11.193726936921495,9.12563535696337,13.925563625537048,7.332852963111172,5.199119079458336,1.9659123789018422,11.179785760383165
12.552951429473815,12.239954327090025,13.545378757359366,6.6543102077718155,2.3103458266237995,10.585587172495648,2.548582748525398,4.03090823383263,4.701667890767831,7.5507331309198324,9.393872539972309,0.6238356386077849,14.199885662488,3.4966974622888447,4.398346083488088,12.375387215751584,3.03739364834615,7.363659263616243,4.036818165622487,9.068859018659559,2.3021701693553123,4.415853203563641,7.038722580923406,11.202346964118252,8.637868019750316,14.388978502510556,7.2472340504831925,4.954954977911649,1.7135724243293136,11.051391292317764
12.419862446098211,12.306931190539187,13.179344576735422,6.8199139960322945,2.5840352895569394,10.339914748083007,2.2520473188451198,4.041205132136975,4.860484799226653,7.18185071347031,9.456076159953538,14.203983895554233,0.8828684332449654,3.0232166727169254,4.120632521758431,12.55608551947282,2.9331331301813988,7.697949096590818,3.9857226785975852,9.50029831259917,2.142003872341278,4.698075677079653,7.0104278875495325,11.407967947770308,8.764353061678614,13.994867239474395,7.071589934877385,5.170802570205052,1.3251705069615243,11.023642331037218
12.398363819321498,11.965526481441692,13.001284056885579,6.695742222096994,2.528586299843634,10.018045976419842,2.2476050555731053,4.301655427961917,4.520994187612697,7.430565838012914,8.996326270947467,13.932459291421576,0.8484984606049125,3.4321465538934257,3.7985379972076596,12.146088546978566,3.165401772728594,7.676576847560668,4.462164700197752,9.063198210617228,1.8908409454868145,4.60485653789925,6.834960245133008,11.694946439280734,9.111346662216649,13.608549555121815,6.9112179647448615,4.7665876059971755,1.0596852968330608,10.803504748346082
12.195020506032563,12.341300665231149,13.255621425970851,6.5431779607940985,2.870280550775108,10.384610434991233,2.4689585071759987,3.8281530518046707,4.594862013284241,7.059530430158284,9.477785022279424,13.715771024114282,0.9008984310195145,3.1936747625775217,4.121929303521845,12.10324839050119,3.3715676900153193,8.071265582135055,4.20535253135452,8.882944737893277,1.9348960262913568,4.1215002752799546,6.546077322039058,12.117952024736072,9.497142464311676,13.9900374077781,6.7699366843843,4.292056160359266,1.4186976216369258,10.594101320981279
11.947296592638411,12.004596765582718,12.77498570338988,6.395030426069482,2.3862708134694843,10.416263531166365,2.600611591208148,3.88439630889985,4.4981238970009905,7.475516993721912,9.838189859836774,13.527521627928468,0.7680364761151047,3.5727317447847247,3.744435117258131,12.46670255690687,3.29914010405117,8.487030337405637,3.7924109767502796,8.848231061493088,1.90265901802621,4.362958742082535,6.457107265219095,12.035887024795153,9.57085946843827,14.312235740095794,6.689683590839119,4.08903583518948,1.7839836014411885,10.839460554147458
11.847723266071636,11.879121840441925,12.494497549161117,6.42973184310659,2.3083132465357403,10.71270309819529,2.148611027288809,4.0547954721596104,4.301855548286035,7.880381061574024,10.128383415942933,13.209287267825953,0.46745359657922425,3.1894944215550605,3.474433124186345,12.614365727774459,3.379661491059648,8.587785744299888,3.791130331966109,8.478881859480843,1.645640606568252,4.7741913940757685,6.054144699644651,12.146194228881235,9.642388006094883,13.95026262702662,6.2280549503438625,4.135560531450478,1.8642235847836872,11.098465426009824
12.055118053928886,12.049555846688273,12.830626995439324,6.71138126903242,2.7781941570047373,10.72618581619944,1.7342422757064404,4.386856618369768,4.14712799009917,8.237158149249431,10.359438199733608,13.54645803752458,13.631823381388207,2.894002872616775,3.3716911772857534,12.11546085671781,2.903339356383673,8.775364744349217,3.916983347040033,7.989154681203124,1.3026645677491793,5.262882089709512,6.294098528794786,11.90344316598767,9.59171071154513,13.80529088162013,5.9736505703689495,4.070406867221907,2.3121199223070374,11.531177507080955
12.400068340541011,12.449210298441685,12.718299240422729,6.673262119326584,2.3477968865692116,10.909963303448338,2.075190621535103,4.801502591651152,3.7619908230343047,8.406189288058126,9.915427030015133,13.531976368678848,13.82976586993495,2.8976870218785074,3.4104382946161254,12.42839764849503,2.5343895169224573,8.29008218293813,4.395217912919869,8.05546476423793,1.6451006418709193,5.1461154199882895,6.549246765569663,11.74176107452592,9.836620039092063,13.517151638073624,6.299915988051491,4.08920407869042,2.7020848359435887,11.4833201352271
12.122644177356673,12.605166860552217,13.201506739560356,6.97581882679203,2.3051644114295136,10.742541814735883,2.0722649520564067,5.248739447799131,3.8055314819782247,7.967436422857164,9.550996217000524,13.764461286358795,14.19441940479229,2.9648084953374996,3.3153853295901277,12.8266682467576,2.7789893466863926,8.136766655213002,3.9308236473374265,8.2298810640737,1.5455070558996447,4.669251426776053,6.562614130895619,11.78224441828251,9.691526963520385,13.920332094366897,5.833028536014262,4.3602887665261845,2.6865121965531342,11.89355904638976
12.559977117053412,12.94942652794349,12.970419876550144,7.41195482810533,2.027166603365215,10.643858465377841,2.5502769070025066,5.518498527014409,3.8288435117926496,7.921388258935036,9.260449313441775,14.173184869849198,14.165886866537914,2.7090537206374528,3.374480800637079,12.829014743683826,2.602994956278256,7.916293387039074,3.5324994101051708,8.558684876384035,1.052478293814962,4.3889996561829046,6.191322152892878,11.989475896759522,9.490884172633475,14.227163004441078,5.392268646133106,4.099947532269138,2.8510473394681677,11.70413445512663
12.90998430811597,12.642382281099497,13.274267821533599,7.212604532740971,1.579747682167734,10.485954352804152,2.543112338502268,5.092406276616376,3.534763422591673,8.195878316053843,8.928551149897803,1.0206611363874636,0.8924167108702861,3.1670568417024065,2.9836061225180552,12.621024012540653,2.53707126907281,8.27042101570332,3.502927748064398,8.23899842674601,0.7740670176206044,4.526471232010745,5.882806226907152,12.08793373899799,9.38204751922252,13.998314381850168,5.68206229012805,3.7389079941966594,3.2986522197028747,11.865569196743305
13.197043208519288,12.3707277689738,13.653238312606623,6.947374887224321,1.2946892487756845,10.070944337825377,2.216812761255439,5.543896805725388,4.018734818687514,8.16167402048685,9.154700557828177,1.48165216854008,1.3069921208044781,3.05414952337717,2.7838177637444517,12.925658108206871,2.1851996589348692,8.312165418946309,3.305078676861365,7.928800046946741,1.028791795468464,4.4928978716688235,6.231508327685856,12.213680901907846,9.161504350835253,13.645469833661707,5.954272412975468,3.538517648366727,3.1919119958154756,12.221465027939187
13.612021946639597,11.926825673951353,13.271755195073208,6.9475952966351215,1.6758152456162034,9.948024602019048,2.0269357780729913,5.181566603293087,4.349961866456646,8.068057020117202,8.762887829231582,1.6603888542287106,1.2306039507127151,2.754966908160098,2.518987470207941,13.243518585241045,1.9804411835762514,8.314970769963852,3.7813949915201794,8.053987672606805,0.9754643597614427,4.1651102238656,5.822542200335078,12.310401509310722,9.212583753716029,13.843157896907261,6.325619622250145,3.4672557679323193,3.372099578620116,12.70396624079884
13.94925559035385,11.602394842495752,13.063921645869517,6.615228484807,1.3576071093480908,9.834338890216102,2.4858886490195626,5.620585837890992,4.010542258894501,7.949102739545444,9.249475577551276,1.5769730099537826,0.7504363770719541,2.873508192220264,2.836322928143846,13.043089798819201,1.9704712719704847,8.673088499645955,4.152439465896612,8.355433469996797,14.158311421561917,4.4676807316266585,5.5782941159128265,11.875142710720471,9.404760840431798,13.380029464120797,6.666683041802093,3.332290234153135,3.181238932508,13.160249920343023
13.910336377238558,12.001659171891609,13.131846030914799,6.266161766515722,1.5478603585761292,9.859262627961122,2.9342938754359484,6.003992917052714,4.397653058422588,8.089829115698292,9.706822968122442,1.5878652890131422,1.1037671740097914,3.3341512265018496,2.7176715481916296,12.92354699176347,1.6170555958642376,9.024660285557735,4.554760314455864,8.508054824040574,14.24255225489639,4.252956288124308,5.6949783613453535,12.003850332768605,9.474270648470558,12.890169902468543,6.3288074428809304,3.663849782805381,2.8512556092406802,13.40583196626677
14.24699990672082,11.814452963700065,12.679695999555463,5.872016856171823,1.2890232083710926,9.908364643039494,3.279481866879051,6.056970730361407,4.431779713700277,8.067184485943276,10.14157725031894,1.3564075328089604,14.105234539918566,3.0573225506440753,3.0461611672576536,13.00418522804259,1.6634933937554375,8.840503922268697,4.893946800969784,8.702217927162472,1.1640943281291278,3.795639765830692,5.80339124365606,12.430566577746845,8.984833137075539,12.766029847720642,6.1470606213104695,3.1763641438728056,3.0526749528793102,13.546608103357112
0.9405653607144888,11.889429615731833,12.892059921321097,6.225860451251628,0.9145783380020743,9.826778984247348,3.449124612966495,6.295681266901061,4.414147892657517,7.89853587729456,10.559397713656082,1.8462900390789785,1.0318663578263223,3.0415378809231717,3.0303301358914085,12.80571684710412,1.2336618166416287,8.724982390081495,4.453056485516032,8.478923009630568,14.234204837652678,3.4576984768061076,6.221087273257202,12.456922057810665,8.830232727133962,12.878204065824574,5.761826453796548,3.3553184279171018,2.9758594476314553,13.81494018829037
1.3864603556236865,11.452293553865545,12.792215500050558,6.601400087779551,13.957321129606967,9.628158387803797,3.060161676285742,5.881886828934329,4.669853466567124,7.807090339016551,10.918517283122178,1.8482581025228344,1.5222176423189464,3.5032484674924596,3.1610701154342573,12.405039181944115,1.0144345661756666,8.778511116150902,4.28124207804273,8.027490929980257,0.9072331183689535,3.0527874320515447,6.718395395127338,12.13926873278302,8.714503614334703,13.187453844337771,5.396140013486053,2.993777316370432,3.3525429062500773,0.7719334205544826
1.8092666805926814,10.985459619990337,12.83570339673726,6.213212669487891,13.87091875364968,9.557153641914054,3.0450053460619384,6.233968984059162,4.713306617841703,7.803461083765202,10.871778606319317,1.7369573996801622,1.3453724384569878,3.5165228843407803,3.0534248840706946,12.882609529698898,14.048817468277123,8.460950919709559,3.8436119754115774,8.044559696395279,1.3780442511267277,3.509480650262816,6.409247381901007,12.577555072869448,8.668694118428455,13.503568420783893,5.506630804297679,3.391247791846354,3.135752526355459,14.161852561912603
2.21348167161241,11.470192579074602,12.717293421775274,6.066294744304068,13.869563013881995,9.23080543423665,2.562056693964831,5.986500173407888,4.9293747979997775,7.99813896568155,11.034393097966214,1.7731756447652214,1.6846840033353736,3.2937149234062986,2.9827943889411657,13.316814252228818,13.827758029405599,8.341259227051543,3.6428405570705693,7.794859122458109,1.8310768568642644,3.11049413385957,6.365564034699569,12.115691582066166,8.79108795838594,13.125344955958077,5.677880681634239,3.5869020348923426,3.5503496525083715,13.938081278695826
2.6593950992673694,11.469836593331312,12.404082785675387,5.639253501711324,0.7568418712095326,9.359186856006968,2.3958838184639744,5.90859159845458,5.144843691333296,7.54329317211934,11.3014177783244,1.8524784447337375,1.8931867764594439,2.7974948559509007,3.271872721356769,13.426154314804771,14.193404153101818,8.134231467365407,3.3463923130245345,7.741575516706493,2.056120048131246,3.0634409567311707,6.858549797057652,12.134904059004382,8.932894142073303,13.476934682780353,5.841010821606001,3.844485560016179,3.1996758037606052,13.692107452002608
2.4719172830410745,11.670324500991256,12.25147290896304,5.79180386412662,0.9803417313001458,9.816301285910377,2.8316099651871722,5.416202363387827,5.43996595348778,7.204523822610441,11.079286088370104,1.9935873357606209,1.964502299015428,2.376117645954283,3.172439033918737,13.563889290307742,1.0067855394505134,8.17365599738879,3.364094690288942,7.987375165898425,2.0276810101590415,3.354776152337852,7.000099273144992,12.115193678717892,9.42720834403063,13.686787726522034,6.168242689949747,4.270285841720352,3.149365986718428,13.92874468683681
2.907140949867653,11.782198046067387,12.06405667629772,5.37537797192589,1.0047900980325921,9.757425668608855,3.1491644729201327,4.971028871449659,5.7004661597543205,7.282418616761984,10.659987613792971,2.069740947718059,1.8428916111339415,2.214390413604759,3.3344239463878056,13.53983341865147,0.8033827053005376,8.170617274902128,3.5035936688085236,8.109779678007591,2.318512038806305,2.9421984008169564,7.038728672640211,12.043505285008042,9.017422024728315,13.204136668184104,5.89253804810455,4.397243477641424,3.4430861419174854,0.8254958780816857
3.078718742873078,11.28499022279943,12.297560741811779,5.822762828744757,14.12683614887026,9.823550156524302,3.5252463466485686,5.451412941833904,5.355275245390656,7.041851072331649,10.169537680705625,2.362358611089023,2.0077362273350587,1.7949105603947928,3.2058035230649176,13.617645852010355,0.9226536559766648,7.926644179313439,3.556009603073707,8.474465160048975,2.0470405103990146,2.7706455250046123,7.299636300071155,12.508126803281444,8.95148932017789,12.971237451993984,5.568324667192582,4.1513663166023145,3.3647042867431662,0.9654740561027286
3.516601348429753,11.549576284030376,12.438972670508292,5.87250623463286,0.8551413783050261,9.353468198303968,3.7365651386252443,5.541630452106818,5.290572599207548,7.330117878766036,10.039555602603397,2.068440064146212,2.0590888660373503,1.4342959338644725,3.517759632678923,14.037067418836735,0.9147341732239993,8.084831356658395,3.464242982647458,8.343810449556143,1.815834735591061,3.229344196154054,7.564106033800936,12.137500870336249,9.10171991281081,13.078154519294928,5.741113878987205,4.622472732954723,3.1490356978921947,1.1909626211628312
3.34343432274614,11.570853010269,12.776183266452287,6.067540341582289,1.2520008903367388,9.82264608658945,3.6997888884069394,5.126873000427708,5.25272554927859,7.342405661959486,10.256857029636544,2.4529290407648716,1.662562875167064,1.240667255170842,3.8559166751413856,14.2417869419228,0.5385683863733264,8.5618642301595,3.327766815591696,8.786470768674338,1.539143960501924,2.9533965763611314,7.448593634830497,12.369385828959356,8.768803205934985,12.91178116255183,5.46928258772686,4.88335003551712,2.7115044122401235,0.9048258499495545
